NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
"900,955,183","MECALUX COLOMBIA, S A  S",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,662",COMERCIO,$0.04,$0.00,$0.02,$0.02,$0.00,"2,021"
"830,084,433",SOCIEDAD CAMERAL DE CERTIFICACION DIGITAL CERTICAMARA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,209",SERVICIOS,$0.04,$0.00,$0.04,$0.01,$0.02,"2,021"
"900,620,832",SOFKA TECHNOLOGIES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"6,201",SERVICIOS,$0.04,$0.01,$0.02,$0.01,$0.01,"2,021"
"807,004,655",COMORIENTE S.A.,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,"4,632",COMERCIO,$0.04,$0.00,$0.03,$0.01,$0.01,"2,021"
"830,115,079",AUTO GRANDE S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$0.04,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,323,278",CI DISTRIBUCIONES SYE SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,663",COMERCIO,$0.04,$0.00,$0.03,$0.02,$0.01,"2,021"
"860,524,163",FLORES DE SERREZUELA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.04,$0.00,$0.04,$0.01,$0.02,"2,021"
"800,012,778",DORICOLOR INDULIT SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,"3,290",MANUFACTURA,$0.04,$0.00,$0.04,$0.02,$0.01,"2,021"
"802,023,600",INVERSIONES ZAMBRANO GUERRA Y CIA S. EN C.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"6,499",SERVICIOS,$0.04,$0.03,$0.05,$0.01,$0.04,"2,021"
"900,733,354",NUTRIMEZCLAS Y ACEITES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,"1,031",MANUFACTURA,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"900,038,024",ALIANZA DIAGNOSTICA S.A.,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,"8,691",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"811,028,339",IUVITY COLOMBIA LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"6,209",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,178,272",AMPACET DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,669",COMERCIO,$0.04,$0.00,$0.03,$0.01,$0.02,"2,021"
"817,000,639",METALICAS E INGENIERIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,"4,290",CONSTRUCCIÓN,$0.04,$0.00,$0.04,$0.03,$0.01,"2,021"
"811,001,501",IMPORTACIONES REYPAR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"4,530",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"830,017,238",AL PHARMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,645",COMERCIO,$0.04,$0.01,$0.03,$0.01,$0.02,"2,021"
"860,051,356",ATLANTA COMPANIA DE VIGILANCIA PRIVADA LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.04,$0.00,$0.02,$0.00,$0.02,"2,021"
"860,055,182",WSP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,112",SERVICIOS,$0.04,-$0.00,$0.03,$0.06,-$0.03,"2,021"
"830,122,774",SMARTEC SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"6,202",SERVICIOS,$0.04,$0.00,$0.04,$0.02,$0.02,"2,021"
"830,122,777",DVA DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,"4,664",COMERCIO,$0.04,$0.00,$0.05,$0.04,$0.00,"2,021"
"800,003,781",VR INGENIERIA Y MERCADEO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,513",MANUFACTURA,$0.04,$0.00,$0.05,$0.02,$0.03,"2,021"
"900,324,345",T3 TEXTILES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,641",COMERCIO,$0.04,$0.00,$0.03,$0.01,$0.02,"2,021"
"830,071,696",METALCENTER S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,663",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"811,028,624",SUPERMERCADO BOOM SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"4,111",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.00,"2,021"
"800,176,428",COMERCIALIZADORA INTERNACIONAL CARIBBEAN EXOTICS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,"4,620",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,095,951",JMV INGENIEROS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,210",CONSTRUCCIÓN,$0.04,$0.00,$0.10,$0.07,$0.03,"2,021"
"860,009,576",PALMAS MONTERREY SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,$0.04,$0.02,$0.07,$0.04,$0.03,"2,021"
"900,453,988",GRUPO EMPRESARIAL SEISO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"8,121",SERVICIOS,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"900,378,719",DEMOVICOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,290",CONSTRUCCIÓN,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"891,200,300",INDUSTRIA CAFETERA DE NARINO SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,"1,062",MANUFACTURA,$0.04,$0.00,$0.03,$0.00,$0.02,"2,021"
"900,026,143",PROMED QUIRURGICOS EU,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,669",COMERCIO,$0.04,$0.00,$0.05,$0.03,$0.02,"2,021"
"800,208,210",RCH CONSTRUCTORES ASOCIADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,290",CONSTRUCCIÓN,$0.04,$0.00,$0.05,$0.02,$0.03,"2,021"
"830,021,621",DISTRIBUIDORA HB EU,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,799",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"900,575,744",AVEFARMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"6,613",SERVICIOS,$0.04,$0.04,$0.27,$0.00,$0.27,"2,021"
"830,075,637",JOSE MARIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,711",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.00,"2,021"
"830,100,582",COMPANIA DE VIGILANCIA PPH LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.04,$0.00,$0.01,$0.00,$0.00,"2,021"
"900,520,964",ALUTRAFIC LED SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"2,740",MANUFACTURA,$0.04,$0.00,$0.10,$0.06,$0.04,"2,021"
"805,025,449",CHEVIOTTO TEXTIL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,641",COMERCIO,$0.04,$0.00,$0.03,$0.03,$0.01,"2,021"
"832,004,501",INTERCARBON MINING SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,UBATE-CUNDINAMARCA,510,MINERO,$0.04,$0.01,$0.03,$0.01,$0.02,"2,021"
"901,209,860",NEGOCIOS DEL LLANO SAS ZOMAC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,031",MANUFACTURA,$0.04,$0.01,$0.01,$0.00,$0.01,"2,021"
"800,187,547",INGENIERIA EN MANUALIDADES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"8,292",SERVICIOS,$0.04,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,188,750",AGREGADOS DEL OCCIDENTE DE RISARALDA SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,SANTUARIO-RISARALDA,"4,663",COMERCIO,$0.04,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,148,265",ANGIOGRAFIA DE COLOMBIA S.A.S.,SUPERSALUD,Otros,META,VILLAVICENCIO-META,"8,610",SERVICIOS,$0.04,$0.00,$0.05,$0.02,$0.03,"2,021"
"891,201,428",AGROGANADERO SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,IPIALES-NARIÑO,"4,664",COMERCIO,$0.04,$0.00,$0.02,$0.02,$0.00,"2,021"
"800,241,068",BIOEMPAK SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,"3,290",MANUFACTURA,$0.04,$0.00,$0.04,$0.02,$0.02,"2,021"
"900,529,810",HORMIGON URBANO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,395",MANUFACTURA,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,183,056",DISTRILECO CAUCASIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,CAUCASIA-ANTIOQUIA,"4,631",COMERCIO,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"800,174,339",VISTA FLOR CORPORATION COMERCIALIZADORA INTERNACIONAL S.A.S. C.I,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,"4,620",COMERCIO,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"800,219,290",SERVIBARRAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,"1,811",MANUFACTURA,$0.04,$0.00,$0.06,$0.04,$0.02,"2,021"
"900,585,481",SOCIEDAD MINERA LOS PINOS S.A.S.,SUPERSOCIEDADES,Centro - Oriente,BOYACA,DUITAMA-BOYACA,"4,661",COMERCIO,$0.04,$0.00,$0.01,$0.01,$0.01,"2,021"
"860,351,812",SIETE VEINTICUATRO LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"860,527,917",INDUSTRIAS BISONTE S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,023",MANUFACTURA,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"901,194,886",VCM CAPITAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"7,490",SERVICIOS,$0.04,$0.04,$0.09,$0.01,$0.09,"2,021"
"805,028,530",HOSPITAL ISAIAS DUARTE CANCINO EMPRESA SOCIAL DEL ESTADO,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,"8,610",SERVICIOS,$0.04,-$0.01,$0.05,$0.02,$0.04,"2,021"
"811,043,026",ESSENTIALL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"4,690",COMERCIO,$0.04,$0.00,$0.03,$0.02,$0.01,"2,021"
"900,159,568",GALLINA COLOMBIANA GALLICOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,631",COMERCIO,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"830,049,916",COMPUTEL SYSTEM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,651",COMERCIO,$0.04,$0.00,$0.08,$0.04,$0.04,"2,021"
"805,026,666",BIOART SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,773",COMERCIO,$0.04,$0.00,$0.05,$0.03,$0.02,"2,021"
"830,510,787",CARL ZEISS VISION COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,649",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"901,051,130",INVERSIONES DE PRODUCTOS CARNIICOS S.A.S,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"4,723",COMERCIO,$0.04,-$0.00,$0.01,$0.01,$0.00,"2,021"
"805,016,105",CLAY SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"4,610",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,235,050",MOTOROLA SOLUTIONS COLOMBIA LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,299",SERVICIOS,$0.04,$0.00,$0.03,$0.01,$0.01,"2,021"
"901,166,791",BIOFIX CONSULTORIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,010",SERVICIOS,$0.04,$0.02,$0.06,$0.03,$0.03,"2,021"
"890,920,879",VITAMAR SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"1,012",MANUFACTURA,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"804,003,084",INEMEC SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,"3,312",MANUFACTURA,$0.04,$0.00,$0.04,$0.02,$0.01,"2,021"
"830,014,614",VANTAGE SPECIALTY CHEMICALS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,664",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"830,096,878",CONTRATISTAS ASESORES CONSTRUCTORES CONACO S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,112",CONSTRUCCIÓN,$0.04,$0.00,$0.12,$0.11,$0.01,"2,021"
"900,319,312",RAVENBIRD S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"6,494",SERVICIOS,$0.04,-$0.00,$0.02,$0.00,$0.02,"2,021"
"830,096,590",SAPIA CI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,759",COMERCIO,$0.04,$0.00,$0.04,$0.04,$0.01,"2,021"
"800,219,668",COBRANZA NACIONAL DE CREDITOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,291",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,211,365",MINERVA MEDICAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,645",COMERCIO,$0.04,$0.01,$0.04,$0.02,$0.02,"2,021"
"900,034,131",ESE MORENO Y CLAVIJO,SUPERSALUD,Otros,ARAUCA,TAME-ARAUCA,"8,621",SERVICIOS,$0.04,$0.01,$0.05,$0.00,$0.05,"2,021"
"900,138,756",INVERSIONES JAIBU S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,144,AGROPECUARIO,$0.04,$0.00,$0.02,$0.00,$0.02,"2,021"
"890,929,315",TABORDA VELEZ Y CIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,399",SERVICIOS,$0.04,$0.00,$0.11,$0.09,$0.02,"2,021"
"800,206,075",EDEXA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,649",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"830,092,234",ANDRITZ HYDRO LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,659",MANUFACTURA,$0.04,$0.00,$0.03,$0.02,$0.00,"2,021"
"900,395,158",DH COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,755",COMERCIO,$0.04,-$0.01,$0.08,$0.09,-$0.01,"2,021"
"860,536,195",AGRICOLA EL CACTUS PRODUCCIÓN Y MERCADEO DE PRODUCTOS AGROPECUARIOS A0125 - CULTIVO DE FLOR DE CORTE 01. ANUAL AGRÍCOLA EL CACTUS S.A. 2035-12-31 ACTIVA 01. SOCIEDAD ANÓNIMA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,556,591",CENTRO HIERROS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,663",COMERCIO,$0.04,$0.00,$0.00,$0.00,$0.00,"2,021"
"900,507,094",OFERTA LABORAL S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"7,820",SERVICIOS,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"830,051,359",ESTUDIOS DE INGENIERIA Y CONSTRUCCIONES ESINCO SPA SUCURSAL EXTRANJERA EN COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,"3,513",SERVICIOS,$0.04,$0.00,$0.02,$0.03,-$0.01,"2,021"
"800,174,633",LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,100",MANUFACTURA,$0.04,$0.01,$0.05,$0.01,$0.04,"2,021"
"891,903,392",TVAPAN 500 SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,SAN PEDRO-VALLE,"1,051",MANUFACTURA,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"801,004,314",AGREGADOS TETUAN SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,663",CONSTRUCCIÓN,$0.04,$0.00,$0.16,$0.11,$0.05,"2,021"
"900,961,620",CARDINAL HEALTH COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,661",COMERCIO,$0.04,$0.00,$0.05,$0.03,$0.01,"2,021"
"891,400,379",TEXTILES OMNES SA,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOSQUEBRADAS-RISARALDA,"1,312",MANUFACTURA,$0.04,$0.00,$0.04,$0.02,$0.01,"2,021"
"800,107,832",KENT ENERGY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,112",SERVICIOS,$0.04,-$0.00,$0.02,$0.01,$0.02,"2,021"
"837,000,983",COMERFRONT SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,IPIALES-NARIÑO,"4,620",COMERCIO,$0.04,$0.00,$0.01,$0.01,$0.00,"2,021"
"901,183,412",DISTRIBUCIONES VARGAS RAMIREZ SAS,SUPERSOCIEDADES,Otros,HUILA,NEIVA-HUILA,"4,631",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.00,"2,021"
"900,231,851",CONSTRUCTORA SERVING S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,"4,112",CONSTRUCCIÓN,$0.04,$0.00,$0.10,$0.09,$0.01,"2,021"
"800,149,933",COLOMBIANA DE PROTECCION VIGILANCIA Y SERVICIOS PROVISER LTDA,SUPERVIGILANCIA,Costa Pacífica,VALLE,CALI-VALLE,"8,010",SERVICIOS,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"900,615,820",INVERSIONES GONDWANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"7,740",SERVICIOS,$0.04,$0.02,$0.08,$0.02,$0.07,"2,021"
"805,010,369",LATINOAMERICANA DE LA CONSTRUCCION SA EN REORGANIZACION,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,112",CONSTRUCCIÓN,$0.04,$0.00,$0.08,$0.05,$0.02,"2,021"
"800,004,865",POSTELECTRAS DISHIERROS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,"2,599",MANUFACTURA,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"813,007,077",TWM S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"3,900",SERVICIOS,$0.04,$0.00,$0.04,$0.02,$0.02,"2,021"
"800,254,270",SOLVAY PEROXIDOS DE COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"4,690",COMERCIO,$0.04,$0.00,$0.04,$0.02,$0.02,"2,021"
"901,217,782",ANDES PRODUCTION COMPANY LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.04,$0.01,$0.06,$0.04,$0.02,"2,021"
"830,039,387",INTERCONTINENTAL DE SEGURIDAD LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,110",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"800,251,038",GUALA CLOSURES DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,229",MANUFACTURA,$0.04,$0.01,$0.03,$0.01,$0.02,"2,021"
"900,717,142",URBANIZAR SUR SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,"4,290",CONSTRUCCIÓN,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,376,503",VASS CONSULTORIA DE SISTEMAS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,201",SERVICIOS,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"900,188,755",CONSUMAX DE URABA SAS EN NEGOCIACION DE EMERGENCIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,APARTADO-ANTIOQUIA,"4,711",COMERCIO,$0.04,-$0.00,$0.03,$0.03,$0.00,"2,021"
"890,929,951",CONCRETOS Y ASFALTOS SA EN PROCESO DE REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,811,MINERO,$0.04,-$0.00,$0.32,$0.14,$0.18,"2,021"
"800,164,874",BALL COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,119,COMERCIO,$0.04,$0.00,$0.02,$0.02,$0.00,"2,021"
"800,209,530",CONSTRUCTORA FG SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,290",CONSTRUCCIÓN,$0.04,$0.00,$0.08,$0.04,$0.03,"2,021"
"817,005,385",MENNAR SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,POPAYAN-CAUCA,"4,645",COMERCIO,$0.04,$0.00,$0.02,$0.01,$0.01,"2,021"
"819,002,706",SANTA CRUZ DE PAPARE S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,122,AGROPECUARIO,$0.04,$0.00,$0.06,$0.03,$0.03,"2,021"
"901,206,391",CLARIOS HOLDING ANDINA S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"7,490",SERVICIOS,$0.04,$0.04,$0.83,$0.00,$0.82,"2,021"
"830,106,586",SEGURIDAD SAN MARTIN LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,010",SERVICIOS,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"900,224,057",SERVICIOS DE SALUD SAN VIGENTE FUNDACION,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"8,621",SERVICIOS,$0.04,$0.00,$0.01,$0.00,$0.01,"2,021"
"900,081,422",DISCOLACTEOS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,"4,722",COMERCIO,$0.04,$0.00,$0.01,$0.00,$0.00,"2,021"
